2025-06-22|21:16:24|2|개그|0|3|10
2025-06-22|21:17:30|마니어림ㄴㅇㄹ|과학|0|1|3
2025-06-22|21:17:46|23|개그|0|3|6
2025-06-22|21:18:12|1|개그|1|3|14
2025-06-22|21:18:35|234|개그|3|3|8
2025-06-22|21:21:57|안병일|개그|0|51|10
2025-06-22|21:31:20|안병일|과학|0|10|4
2025-06-22|21:31:48|ㅁㄴㅇ|개그|0|10|8
2025-06-22|21:31:58|1|개그|0|10|4
2025-06-22|21:37:34|asd|개그|0|10|3
2025-06-22|21:37:44|sd|개그|0|10|5
